FName,LName,Gender,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
Tingfang,Highnam,M,662,1003540,ENID,MS,38927,M,N,29500,5.0,0,12000,0
Stijn,Cangellaris,F,401,1020182,WARWICK,RI,2888,M,N,89500,0.0,0,0,0
Toshihiko,Handelman,F,857,1000501,WELLESLEY,MA,2482,S,Y,68500,5.3,3575,0,1000
Urban,McFarlan,M,904,1000751,DADE CITY,FL,33526,M,N,4500,0.0,0,0,0
Dionisios,Manolakos,M,814,1000153,NEW BRIGHTON,PA,15066,S,Y,43000,3.07,0,0,0
Keijiro,Buckland,F,401,1021131,COVENTRY,RI,2816,S,Y,74500,0.0,0,0,0
Wentai,Adlassnig,M,719,1004241,LITTLETON,CO,80160,M,N,51000,4.63,0,0,0
Raph,Schmill,F,401,1001911,NEWPORT,RI,2841,S,Y,21500,0.0,0,0,0
Harley,Messner,F,304,1020354,HUNTINGTON,WV,25711,M,N,35000,4.75,0,4000,0
Kunwadee,Kawabata,F,808,1008915,PEPEEKEO,HI,96783,S,Y,38000,7.889474,1040,0,1040
Hyunseung,Kearns,F,405,1006514,DRUMMOND,OK,73735,S,Y,64500,6.25,1000,0,1000
Wieb,Geisler,M,301,1004572,BETHESDA,MD,20810,M,N,10000,4.75,0,4800,0
Jaejin,Klawonn,F,859,1001387,LOUISVILLE,KY,40256,S,Y,70500,5.75,20,0,20
Tarja,Gagvani,F,601,1002858,ENTERPRISE,MS,39330,M,N,63000,5.0,0,12000,0
Julian,Cardazo,M,406,1001107,WHITETAIL,MT,59276,M,N,24000,6.9,0,3800,0
Ashley,Beauvieux,F,859,1001528,ASHLAND,KY,41102,S,Y,82500,6.0,20,0,20
Timothy,Tollu,M,559,1004850,SAN JOSE,CA,95136,M,N,3500,1.0,0,174,0
Francoise,Duquenne,F,919,1002512,CALYPSO,NC,28325,S,Y,59500,6.980769,3300,0,3300
Lech,Katragadda,F,802,1011284,PITTSFORD,VT,5763,M,N,98500,4.9648285,0,6600,0
Guilang,Khajenoori,F,864,1000107,TILLMAN,SC,29943,M,N,15000,7.0,0,6600,0
Thibault,Ronchette,M,787,1008423,AIBONITO,PR,705,M,N,71500,0.0,0,0,0
Sudharsan,Rayko,M,970,1002835,FLEMING,CO,80728,S,Y,48500,4.63,0,0,0
Mandaly,Dorsett,M,318,1001751,COLUMBIA,LA,71418,S,Y,39500,6.0,4500,0,1000
Keju,Gerlhof,M,703,1002343,MONTPELIER,VA,23192,M,N,13000,4.6785717,0,1800,0
Kirsty,Zador,M,920,1003028,SAYNER,WI,54560,M,N,65000,5.575788,0,1400,0
Raymond,Forre,M,608,1002476,MILWAUKEE,WI,53220,M,N,4000,4.6,0,1400,0
Damjan,Ersan,F,920,1002385,LA VALLE,WI,53941,S,Y,80000,5.836415,700,0,400
Ayee,Jacquart,M,218,1001111,ANOKA,MN,55303,S,Y,48000,6.8169155,3300,0,3300
Joacheim,Lavin,F,860,1006209,NORWALK,CT,6857,S,Y,97500,5.0,12750,0,0
Kimio,Opatryn,F,808,1009456,CAMP H M SMITH,HI,96861,S,Y,32000,6.807895,1040,0,1040
Elefterios,Carapuca,F,808,1003252,HONOLULU,HI,96849,M,N,75000,8.25,0,2080,0
Mikito,Tacic,F,319,1003283,SCHALLER,IA,51053,M,N,60500,8.98,0,80,0
Yukihide,Goti,M,502,1003321,LOUISVILLE,KY,40245,M,N,28500,3.4166665,0,40,0
Xingbin,Seneviratne,M,302,1013110,WILMINGTON,DE,19893,M,N,45000,4.927273,0,220,0
Suresh,Rouchaleau,F,206,1002002,FEDERAL WAY,WA,98003,S,Y,41500,0.0,0,0,0
Oron,Hammerl,F,904,1000017,FORT LAUDERDALE,FL,33336,M,N,69500,0.0,0,0,0
Jorn,Malabarba,M,207,1005486,BURLINGTON,ME,4417,S,Y,23000,8.5,2850,0,2850
Jeroen,Shalini,F,316,1002735,WHITE CLOUD,KS,66094,S,Y,36000,6.45,2250,0,2250
Basil,Demichelis,F,701,1015182,MARTIN,ND,58758,S,Y,79000,2.6714978,3300,0,3300
Martien,Guerriero,M,517,1000479,BAD AXE,MI,48413,S,Y,89000,3.9,3100,0,3100
Kangwoo,Krintz,M,308,1004307,MEADOW GROVE,NE,68752,S,Y,71000,6.84,103,0,103
Glenn,Rummel,F,769,1004487,MEADVILLE,MS,39653,M,N,92500,5.0,0,12000,0
Gookhai,Klyachko,F,201,1001412,SOUTH DENNIS,NJ,8245,M,N,22000,1.4315417,0,2000,0
Ruchir,Heines,M,304,1019636,CHARLESTON,WV,25364,S,N,44000,5.38,2000,0,0
Jari,Rehm,M,859,1000622,DYCUSBURG,KY,42037,S,Y,32500,3.6388888,20,0,20
Belli,Alves,M,423,1000766,JACKSON,TN,38302,S,Y,71500,0.0,0,0,0
Mayuram,Ausserhofer,F,641,1001665,WILLIAMSBURG,IA,52361,M,N,80500,8.98,0,80,0
Heinz,Wybranietz,F,207,1017458,BOWDOINHAM,ME,4008,S,Y,79500,8.5,2850,0,2850
Janathan,Anguita,M,608,1000493,NEW LONDON,WI,54961,M,N,90500,6.018854,0,1400,0
Foued,Nedela,M,859,1002747,LOUISVILLE,KY,40289,S,Y,99000,6.0,20,0,20
Janalee,Jezioranski,F,307,1004621,GLENROCK,WY,82637,M,N,48500,0.0,0,0,0
Daniel,Reif,F,479,1002964,BOARD CAMP,AR,71932,S,Y,38000,7.0,20,0,20
Berni,Casaubieilh,F,360,1000751,TACOMA,WA,98471,M,N,16500,0.0,0,0,0
Maury,Merli,M,718,1001125,ROCHESTER,NY,14613,M,N,68500,4.350457,0,0,0
Mayank,Birch,F,202,1011557,PARCEL RETURN SERVICE,DC,56965,M,N,59500,9.0,0,2740,0
Fazel,Hudelmaier,M,406,1018891,MC ALLISTER,MT,59740,M,N,80000,6.9,0,3800,0
Yudell,Helland,F,401,1015222,PEACE DALE,RI,2883,M,N,22000,0.0,0,0,0
Yohsuke,Bal,F,256,1000586,UNION GROVE,AL,35175,S,Y,40500,5.0,1500,0,300
Kimming,Ushiama,F,972,1000230,LOVING,TX,76460,S,Y,96500,0.0,0,0,0
Raffi,Babayan,M,229,1000438,NORCROSS,GA,30092,S,Y,93000,6.0,2700,0,3000
Shinichi,Meiming,M,870,1003615,HINDSVILLE,AR,72738,M,N,14500,3.6535196,0,40,0
Letizia,Stuckle,F,772,1000065,DURANT,FL,33530,M,N,42500,0.0,0,0,0
Santi,Messina,F,308,1000170,ENDERS,NE,69027,M,N,1500,2.56,0,206,0
Attila,Gaubert,F,980,1000334,FAYETTEVILLE,NC,28301,S,Y,49000,6.7604895,3300,0,3300
Thucydides,O'Boyle,M,802,1002966,NORTH SPRINGFIELD,VT,5150,M,N,36000,3.7213624,0,6600,0
Aarti,Delannoy,F,351,1000541,NORTH ATTLEBORO,MA,2761,S,Y,46000,5.3,3575,0,1000
Masamitsu,Spira,M,702,1010322,PARADISE VALLEY,NV,89426,S,Y,41500,0.0,0,0,0
Shifu,Rive,F,479,1001785,CORNING,AR,72422,M,N,2500,1.0,0,40,0
Dmitry,Gurr,F,918,1000647,MEDFORD,OK,73759,S,Y,34500,6.25,1000,0,1000
Sadun,Suraweera,M,316,1001902,SHAWNEE,KS,66203,M,N,88500,6.45,0,4500,0
Basim,Coolsaet,F,775,1003786,WELLINGTON,NV,89444,S,Y,61500,0.0,0,0,0
Renuka,Tagle,F,202,1006895,WASHINGTON,DC,20597,S,Y,61000,9.0,1370,0,1370
Akiniro,Vygen,F,480,1001274,PHOENIX,AZ,85040,S,Y,95500,4.19525,2100,0,2300
Henri,Namjoshi,F,901,1000428,IRON CITY,TN,38463,M,N,1000,0.0,0,0,0
Moninder,Cannell,M,775,1007230,SILVER SPRINGS,NV,89429,M,N,82500,0.0,0,0,0
Hidde,Abels,M,440,1000419,MIDDLETOWN,OH,45042,S,Y,41000,1.9070154,1300,0,1300
Mustapha,Dewez,M,253,1003378,SUQUAMISH,WA,98392,M,N,71500,0.0,0,0,0
Maytham,Calmet,F,678,1000334,STATHAM,GA,30666,M,N,70000,6.0,0,5400,0
Ingar,MacNair,M,785,1000979,PIQUA,KS,66761,S,Y,57000,6.45,2250,0,2250
Santanu,Lund,F,918,1006160,INDIANOLA,OK,74442,M,N,4500,2.7361112,0,2000,0
Youlin,Bitar,M,505,1002935,BOSQUE,NM,87006,M,N,65000,5.3,0,6600,0
Roar,Tomescu,F,720,1001388,SALIDA,CO,81201,S,Y,52500,4.63,0,0,0
Yukio,Goss,F,970,1002012,COMMERCE CITY,CO,80037,S,Y,72000,4.63,0,0,0
Hilding,Balaguer,M,505,1015434,SANTA FE,NM,87506,M,N,96500,5.3,0,6600,0
Luigi,Kulasinghe,F,406,1016030,FAIRVIEW,MT,59221,S,Y,15500,6.9,1900,0,1900
Masayasu,Ozery,F,860,1005811,NORWALK,CT,6857,M,N,11000,5.0,0,24500,0
Alfs,Rollinson,F,308,1003998,WALLACE,NE,69169,M,N,94000,6.84,0,206,0
Thibault,Kahale,M,501,1000021,IMBODEN,AR,72434,S,N,20500,5.0877256,20,0,0
Horward,Pinckney,F,240,1002439,BALTIMORE,MD,21210,M,N,23000,4.75,0,4800,0
Stanford,Shrader,M,405,1000935,CYRIL,OK,73029,M,N,44500,6.25,0,2000,0
Marti,Erez,M,860,1009032,WALLINGFORD,CT,6493,S,Y,34500,5.0,12750,0,0
Zahira,Sanderson,F,970,1002530,LOG LANE VILLAGE,CO,80705,M,N,94000,4.63,0,0,0
Friederike,Hodel,F,787,1002918,GUAYAMA,PR,784,S,Y,57000,0.0,0,0,0
Vicenc,Wafin,M,304,1006468,MABIE,WV,26278,S,Y,77500,6.5,2000,0,2000
Slobodan,Tomeh,F,772,1000606,TAMPA,FL,33677,M,N,2500,0.0,0,0,0
Chengchang,Bies,M,301,1000917,TOWSON,MD,21286,M,N,46000,4.75,0,4800,0
Cord,Steckelberg,F,662,1004056,SMITHDALE,MS,39664,S,Y,67000,5.0,6000,0,1500
Daeweon,Cassell,F,541,1001276,YACHATS,OR,97498,S,Y,61000,9.0,159,0,159
Gotz,Sassano,M,410,1002190,GALENA,MD,21635,M,N,22000,4.75,0,4800,0
Shigetomo,Kafeza,F,907,1014071,COOPER LANDING,AK,99572,M,N,62500,0.0,0,0,0
Sonya,Liuzzi,F,605,1016560,FERNEY,SD,57439,S,Y,97000,0.0,0,0,0
Wasim,Schrott,M,406,1002600,ROSEBUD,MT,59347,S,Y,6500,3.1362069,1900,0,1900
Andrew,Jostes,M,719,1005082,BOULDER,CO,80323,M,N,68000,4.63,0,0,0
Manavendra,Kaye,F,512,1000233,WHITSETT,TX,78075,S,Y,47000,0.0,0,0,0
Devindra,Hongyuan,M,304,1008863,CHARLESTON,WV,25303,M,N,26500,4.155,0,4000,0
Brendon,Stack,F,234,1000144,REEDSVILLE,OH,45772,M,N,37000,1.774236,0,2600,0
Yihong,Kobara,M,253,1001877,SEATTLE,WA,98199,S,Y,89000,0.0,0,0,0
Hoon,Hatcher,F,308,1004217,LINCOLN,NE,68505,S,Y,91500,6.84,103,0,103
Ramachander,Verster,F,857,1001327,WHITE HORSE BEACH,MA,2381,S,Y,60500,5.3,3575,0,1000
Lenhart,Carletta,F,603,1013678,WOODSTOCK,NH,3293,S,Y,74000,0.0,0,0,0
Marleen,Messick,M,603,1013493,EAST KINGSTON,NH,3827,M,N,3500,0.0,0,0,0
Kesavan,Denti,F,305,1000437,SAN MATEO,FL,32187,M,N,61000,0.0,0,0,0
Moss,Hawkinson,M,907,1006885,NIKOLAI,AK,99691,S,Y,49500,0.0,0,0,0
Andrey,Ramsak,F,580,1000410,MARLAND,OK,74644,S,Y,39000,6.25,1000,0,1000
George,Mecklenburg,F,305,1000645,POMONA PARK,FL,32181,S,Y,33500,0.0,0,0,0
Shreeram,Holmback,F,347,1000600,COMSTOCK,NY,12821,S,Y,94000,4.498171,0,0,1000
Lurdes,Fischetti,M,402,1002978,HOLDREGE,NE,68949,S,Y,9500,3.8209128,103,0,103
Jorrge,Decleir,F,207,1009690,YARMOUTH,ME,4096,S,Y,71500,8.5,2850,0,2850
Rubens,Bugrara,F,251,1000999,CULLMAN,AL,35057,M,N,59500,5.0,0,3000,0
Joann,Schrooten,F,325,1000789,AUSTIN,TX,78749,M,N,50500,0.0,0,0,0
Sofie,Arazi,F,402,1008334,CREIGHTON,NE,68729,S,Y,29500,6.84,103,0,103
Venkatar,Fleischanderl,M,919,1001550,WADESBORO,NC,28170,M,N,14000,6.0262237,0,6600,0
Malvin,Duparc,F,425,1001571,CHENEY,WA,99004,M,N,100000,0.0,0,0,0
Rong,Gellersen,M,417,1003332,GLENCOE,MO,63038,S,Y,8000,5.4375,2100,0,1200
Soma,Michaelski,M,276,1000802,IVANHOE,VA,24350,M,N,36000,5.75,0,1800,0
Nik,Goes,M,325,1000814,ALVIN,TX,77512,M,N,65500,0.0,0,0,0
Piernicola,Bedell,F,787,1010112,CAYEY,PR,736,M,N,77000,0.0,0,0,0
Fopke,Cicchetti,F,603,1004677,CENTER OSSIPEE,NH,3814,M,N,40000,0.0,0,0,0
Steve,Crelier,M,802,1008821,NEW HAVEN,VT,5472,M,N,93500,4.8653517,0,6600,0
Chunyi,Kerchoff,M,859,1004092,BRYANTSVILLE,KY,40410,M,N,45500,4.361111,0,40,0
Wellington,Mintchev,M,850,1000144,RUSKIN,FL,33570,M,N,33500,0.0,0,0,0
Gretchen,Beilin,F,207,1004164,STOCKTON SPRINGS,ME,4981,S,Y,34500,8.5,2850,0,2850
Xiaohui,Yntema,M,704,1000113,CHARLOTTE,NC,28284,M,N,73500,7.2744756,0,6600,0
Kazunori,Akaho,M,351,1000048,AUBURNDALE,MA,2466,M,N,51500,5.3,0,7150,0
Jarir,Lubarsky,M,512,1000434,WELLINGTON,TX,79095,S,Y,9500,0.0,0,0,0
Brook,Ishisone,M,973,1000943,ELIZABETH,NJ,7202,M,N,83000,2.3935623,0,2000,0
Shri,Camurati,M,651,1001891,MARINE ON SAINT CROIX,MN,55047,M,N,75000,7.85,0,6600,0
Jihoon,Ugol'nikov,F,608,1000514,MILLSTON,WI,54643,S,Y,19500,4.7852187,700,0,400
Doub,Weener,M,517,1003238,ALMA,MI,48801,M,N,88500,3.9,0,6200,0
Bracha,Sillince,F,304,1000525,BLOOMERY,WV,26817,S,Y,13000,3.21,2000,0,2000
Judea,Tattersall,F,501,1002390,LONOKE,AR,72086,M,N,9500,2.4583483,0,40,0
Yinyu,Meyrowitz,F,203,1004945,STAMFORD,CT,6902,M,N,76500,5.0,0,24500,0
Tedd,Bredenkamp,F,479,1000544,DESHA,AR,72527,M,N,41500,7.0,0,40,0
Ramasamy,Dziadosz,F,907,1014344,ANCHORAGE,AK,99502,M,N,43000,0.0,0,0,0
Flaminio,Pintelas,F,787,1001963,RINCON,PR,677,S,Y,39500,0.0,0,0,0
Mostafa,Malitz,F,703,1000338,ELKWOOD,VA,22718,M,N,55500,5.75,0,1800,0
Maria,Sobalvarro,M,317,1003568,EVANSVILLE,IN,47750,M,N,8500,3.4,0,2000,0
Cung,Lavalette,M,804,1000894,FIELDALE,VA,24089,M,N,3500,2.1339285,0,1800,0
Mirco,Takada,M,304,1009246,MOUNT LOOKOUT,WV,26678,M,N,91000,6.5,0,4000,0
Shinobu,Calvi,M,939,1007990,SAN JUAN,PR,918,M,N,75500,0.0,0,0,0
Renuka,Visetti,F,859,1003933,AVAWAM,KY,41713,S,Y,61000,5.2222223,20,0,20
Saeko,Joachim,M,347,1000510,QUEENS VILLAGE,NY,11428,M,N,42000,4.1969514,0,0,0
Casper,Hedayat,F,803,1003736,DAVIS STATION,SC,29041,S,Y,41500,7.0,3300,0,3300
Pravin,D'Aloisi,F,302,1021071,WILMINGTON,DE,19803,S,Y,36000,4.3136363,110,0,110
Toine,Zamboni,M,307,1013103,BUFORD,WY,82052,M,N,29000,0.0,0,0,0
Biju,Shekhar,F,435,1007270,EAGLE MOUNTAIN,UT,84005,S,Y,40000,7.0,2475,0,2475
Philips,Matsubara,M,785,1003460,BISON,KS,67520,M,Y,30000,6.45,0,4500,2250
Daeshik,Lorie,M,787,1000615,AGUIRRE,PR,704,S,Y,69000,0.0,0,0,0
Jianying,Nishimura,M,775,1004868,NORTH LAS VEGAS,NV,89085,S,Y,29000,0.0,0,0,0
Celso,Demiris,M,939,1006502,SAN JUAN,PR,910,S,Y,9000,0.0,0,0,0
Mayumi,Ormicki,M,520,1003144,TUCSON,AZ,85739,S,Y,88000,4.079,2100,0,2300
Vinodh,Iman,M,817,1001855,AUBREY,TX,76227,S,Y,1500,0.0,0,0,0
Kyuchul,Rivieres,M,301,1000229,MOUNT SAVAGE,MD,21545,S,Y,100000,4.75,2400,0,2400
Shelli,Ioroi,M,406,1000647,RINGLING,MT,59642,M,N,39500,6.9,0,3800,0
Ernestine,Cooper,F,857,1001812,ATTLEBORO FALLS,MA,2763,M,N,58500,5.3,0,7150,0
Fatih,Straube,M,559,1004063,STOCKTON,CA,95219,M,N,58500,9.3,0,174,0
Brenda,Layer,F,207,1006432,BETHEL,ME,4217,S,Y,3500,2.0,2850,0,2850
Jarke,Minei,M,207,1008069,MECHANIC FALLS,ME,4256,M,N,25000,8.5,0,5700,0
Serge,Marcken,F,401,1007512,ROCKVILLE,RI,2873,M,N,25500,0.0,0,0,0
Shubhendu,Abandah,M,302,1002182,WILMINGTON,DE,19802,S,Y,96500,5.95,110,0,110
Shuho,Herlea,M,573,1001221,GRANDIN,MO,63943,M,N,95500,6.0,0,4200,0
Lon,Stround,M,912,1001393,SCREVEN,GA,31560,S,Y,53500,6.0,2700,0,3000
Hidetosi,Luby,M,605,1012716,ALEXANDRIA,SD,57311,M,N,42000,0.0,0,0,0
Elwin,Beidas,F,551,1000743,ASBURY,NJ,8802,M,N,85000,2.4251041,0,2000,0
Virgilio,Demos,M,802,1006829,NORTH SPRINGFIELD,VT,5150,M,N,8500,3.6,0,6600,0
Luddy,Moudgil,M,603,1018683,CENTER STRAFFORD,NH,3815,S,Y,22500,0.0,0,0,0
Margarida,Hjelsvold,M,801,1000075,SALT LAKE CITY,UT,84190,S,N,60500,7.0,2475,0,0
Lloyd,Wherry,F,401,1018882,HOPE,RI,2831,M,N,22500,0.0,0,0,0
Yannis,Konchady,M,781,1000658,KINGSTON,MA,2364,M,N,9000,5.3,0,7150,0
Randeep,Spadoni,M,706,1000280,LAWRENCEVILLE,GA,30042,M,N,83000,6.0,0,5400,0
Mihai,Czeck,M,812,1001716,CORUNNA,IN,46730,S,Y,30000,3.4,1000,0,1000
Rance,Spirkovska,M,205,1001491,MOUNT VERNON,AL,36560,M,N,27500,5.0,0,3000,0
Qun,Peschl,F,559,1003657,ANGWIN,CA,94508,M,N,76000,9.3,0,174,0
Darice,Guvenir,M,414,1000999,SHELL LAKE,WI,54871,S,Y,85000,5.9232907,700,0,400
Doub,Feber,M,907,1015716,FAIRBANKS,AK,99710,S,Y,97500,0.0,0,0,0
Ammei,Redmond,M,620,1000073,WALNUT,KS,66780,M,N,62500,6.45,0,4500,0
Swati,Pashtan,M,919,1000339,GREENVILLE,NC,27858,M,N,52500,6.833916,0,6600,0
Ibibia,Mooers,M,939,1007659,NAGUABO,PR,718,S,Y,21000,0.0,0,0,0
Vhris,Kronert,F,860,1004164,STERLING,CT,6377,S,Y,28500,5.0,12750,0,0
Agustin,Gallivan,M,307,1001145,ARAPAHOE,WY,82510,S,Y,83000,0.0,0,0,0
Detlev,Wetprasit,M,857,1001247,BECKET,MA,1223,S,Y,51000,5.3,3575,0,1000
Valter,Brysgalov,M,864,1000077,CAMDEN,SC,29020,S,Y,65500,7.0,3300,0,3300
Pankaj,Lieberherr,M,478,1000022,RYDAL,GA,30171,S,Y,55500,6.0,2700,0,3000
Eila,ORiain,F,802,1010423,GILMAN,VT,5904,S,Y,88000,4.755926,3300,0,3300
Nosa,Col,F,202,1015902,WASHINGTON,DC,20088,M,N,59500,9.0,0,2740,0
Jovan,Coy,M,701,1000907,NEW SALEM,ND,58563,M,N,5500,2.1,0,6600,0
Benson,Balder,F,503,1001380,GRESHAM,OR,97030,M,N,80000,9.0,0,318,0
Iskender,Flatley,M,202,1015662,WASHINGTON,DC,20437,M,N,6500,4.5,0,2740,0
Fujio,Masand,F,301,1002650,MORGANZA,MD,20660,S,Y,60500,4.75,2400,0,2400
Marianthi,Ozturk,M,316,1003361,CONCORDIA,KS,66901,S,Y,64500,6.45,2250,0,2250
Justinian,Kameny,F,336,1001814,PINNACLE,NC,27043,S,Y,77000,7.3479023,3300,0,3300
Jichiang,Menyhert,M,603,1017549,GLENCLIFF,NH,3238,M,N,69000,0.0,0,0,0
Gudjon,Gerard,F,479,1003089,FORT SMITH,AR,72914,S,Y,4500,1.2631768,20,0,20
Sridhar,Cucka,F,843,1003916,HORATIO,SC,29062,M,N,48500,7.0,0,6600,0
Yogen,Jueneman,F,603,1002817,TEMPLE,NH,3084,M,N,56500,0.0,0,0,0
WingNing,Carzaniga,M,479,1002163,FLIPPIN,AR,72634,M,N,94000,7.0,0,40,0
Ullrich,Iciki,F,208,1002261,BOISE,ID,83731,M,N,51000,7.8,0,6600,0
Guillem,Lewart,M,216,1000930,JEWELL,OH,43530,M,N,14500,1.0273513,0,2600,0
Zhuoan,Ciampi,M,952,1001917,GHENT,MN,56239,S,Y,69500,7.85,3300,0,3300
Onur,Kmiec,M,562,1001208,REDWOOD CITY,CA,94061,M,N,81000,9.3,0,174,0
Riccardo,Gelsey,F,812,1003105,FORT WAYNE,IN,46819,S,Y,64000,3.4,1000,0,1000
Xiaoheng,Menczer,M,919,1001145,MISENHEIMER,NC,28109,S,Y,32000,6.4038463,3300,0,3300
Jenwei,Hoepner,M,801,1003427,TRIDELL,UT,84076,M,N,18500,7.0,0,4950,0
Clizio,Macmillan,F,312,1000945,OAKWOOD,IL,61858,M,N,71500,3.0,0,4000,0
Anastasia,Callaway,M,612,1001526,UTICA,MN,55979,M,N,58000,7.3505335,0,6600,0
Munehiko,Lassagne,M,603,1006124,ORFORD,NH,3777,M,N,64500,0.0,0,0,0
Gou,Palomar,F,330,1001903,COLUMBUS,OH,43220,M,N,5500,0.72859746,0,2600,0
Liliana,Nerode,F,304,1019460,GHENT,WV,25843,S,Y,89500,6.5,2000,0,2000
Suchitra,Worsch,F,480,1001626,PHOENIX,AZ,85046,S,Y,53000,3.5365,2100,0,2300
Eitesu,Wiil,M,802,1017769,PERU,VT,5152,S,Y,84500,4.686292,3300,0,3300
Inderjeet,Bordogna,F,505,1010958,SANTA FE,NM,87509,S,Y,23000,5.3,3300,0,3300
Shuji,Cornu,F,775,1004538,ELKO,NV,89802,S,Y,88000,0.0,0,0,0
Piet,Yaru,F,571,1000288,NEW KENT,VA,23124,M,N,84000,5.75,0,1800,0
Marisa,Bitan,F,302,1006440,NEW CASTLE,DE,19721,S,Y,63500,5.95,110,0,110
Hardeep,Billard,F,947,1002032,PERRINTON,MI,48871,S,Y,92000,3.9,3100,0,3100
Kazuo,Petit,F,802,1006767,SAINT ALBANS,VT,5479,S,Y,16000,3.6,3300,0,3300
Shoji,Abelha,M,939,1000555,SAN JUAN,PR,955,M,N,79000,0.0,0,0,0
Vitor,Rieu,F,228,1004607,QUITMAN,MS,39355,S,Y,19000,5.0,6000,0,1500
Valeri,Wohlfarth,M,775,1004396,MESQUITE,NV,89024,S,Y,55500,0.0,0,0,0
Viljem,Pfalzgraf,F,559,1003237,EMERYVILLE,CA,94608,S,Y,11000,2.1050773,87,0,272
Kazuhira,Lienhardt,M,605,1008086,OLDHAM,SD,57051,M,N,52500,0.0,0,0,0
Muthu,Frisberg,F,251,1002993,BIRMINGHAM,AL,35278,S,Y,97500,5.0,1500,0,300
Nagabhushana,Salveter,M,605,1003115,BULLHEAD,SD,57621,M,N,46500,0.0,0,0,0
Tricia,Lafont,M,317,1002851,SILVER LAKE,IN,46982,S,Y,18000,3.4,1000,0,1000
Dinesh,Sugianto,F,540,1000092,NEWSOMS,VA,23874,S,N,2000,2.0,900,0,0
Letizia,Kottmann,F,731,1003388,MEMPHIS,TN,38177,M,N,75500,0.0,0,0,0
Zahari,Cooper,M,302,1009937,WILMINGTON,DE,19891,S,Y,58500,5.8477273,110,0,110
Keiko,Kroft,F,559,1004895,KLAMATH RIVER,CA,96050,M,N,55000,9.3,0,174,0
Edson,Viola,M,507,1000533,BOCK,MN,56313,S,Y,87500,7.85,3300,0,3300
Jagoda,Frtzson,M,567,1000608,ZANESVILLE,OH,43701,S,Y,1500,0.712,1300,0,1300
Shuuji,Miner,M,973,1001092,RICHWOOD,NJ,8074,M,N,13500,1.4,0,2000,0
Yusaku,Ferenczi,F,308,1007286,OCONTO,NE,68860,S,N,86000,6.84,103,0,0
Carrsten,Voorhoeve,F,509,1002460,MOXEE,WA,98936,S,Y,22500,0.0,0,0,0
Boi,Renner,M,808,1017727,KEALAKEKUA,HI,96750,M,N,13500,3.4730263,0,2080,0
Raffaele,Renear,F,401,1001664,PROVIDENCE,RI,2918,S,Y,75500,0.0,0,0,0
Joaquin,Cichon,M,860,1006973,OLD SAYBROOK,CT,6475,M,N,88500,5.0,0,24500,0
Hudai,Prins,F,757,1002755,RICHMOND,VA,23222,S,Y,20000,5.75,900,0,900
Isak,Egerstedt,F,505,1016048,LOVING,NM,88256,S,Y,80500,5.3,3300,0,3300
Yahaya,Belo,M,302,1013307,DOVER,DE,19901,S,Y,17000,3.0181818,110,0,110
Kinh,Cin,M,606,1004001,BROOKS,KY,40109,M,N,73000,5.888889,0,40,0
Barb,Rodding,M,802,1008052,BRATTLEBORO,VT,5302,M,N,67000,4.3381214,0,6600,0
Doowon,Papastavrou,F,563,1002822,DES MOINES,IA,50362,M,N,79500,8.98,0,80,0
Tsunenori,Holand,M,337,1001027,MONROE,LA,71201,S,Y,69500,6.0,4500,0,1000
Gerard,Tiberghien,M,740,1001265,BLAINE,OH,43909,M,N,59000,2.5045233,0,2600,0
Elad,Hutton,F,302,1019893,FELTON,DE,19943,S,Y,76000,5.95,110,0,110
Mariangiola,Mossack,M,636,1000053,CARDWELL,MO,63829,S,Y,75000,6.0,2100,0,1200
Xining,Galand,M,301,1002432,BOWIE,MD,20720,M,N,77000,4.75,0,4800,0
Frieder,Basnet,F,253,1002247,WOODINVILLE,WA,98072,M,N,95000,0.0,0,0,0
Woody,Sezan,M,580,1001687,COLONY,OK,73021,S,Y,32500,6.25,1000,0,1000
Noelle,Luckham,F,980,1002317,SHALLOTTE,NC,28459,M,N,23000,6.215035,0,6600,0
Eiichiro,Ducloy,F,440,1001249,CINCINNATI,OH,45235,S,Y,23500,1.3261051,1300,0,1300
Gwang,Caluwe,F,812,1001342,CHARLOTTESVILLE,IN,46117,S,Y,82500,3.4,1000,0,1000
Sajid,Langacker,F,203,1005332,WALLINGFORD,CT,6493,M,N,59500,5.0,0,24500,0
Gerold,Stepoway,F,573,1000908,HIGBEE,MO,65257,S,Y,99000,6.0,2100,0,1200
Josiane,Grobel,M,931,1001711,PROSPECT,TN,38477,S,Y,35500,0.0,0,0,0
Sashi,Menninger,M,202,1013104,WASHINGTON,DC,20463,M,N,96500,9.0,0,2740,0
Grit,Brunk,F,307,1006209,CHEYENNE,WY,82009,M,N,7000,0.0,0,0,0
Roch,Keohane,M,601,1000163,GULFPORT,MS,39501,M,N,96000,5.0,0,12000,0
Hirozumi,Chiueh,M,202,1010322,PARCEL RETURN SERVICE,DC,56945,S,Y,65500,9.0,1370,0,1370
Macha,Garnsey,M,720,1002107,ORDWAY,CO,81063,S,Y,95500,4.63,0,0,0
Yoichiro,Heylen,F,478,1002334,AILEY,GA,30410,S,Y,80000,6.0,2700,0,3000
